year,field,consortium,ncsfixed,p10fixed,citsyearflex,author_first,author_et_al,title,source,volume,issue,pages,doi
2015,GYN,NULL,0,0,0,"LUNDORFF, P","Brolmann, H; KONINCKX, PR; MARA, M; WATTIEZ, A; Wallwiener, M; TREW, G; CROWE, AM; De Wilde, RL",Predicting formation of adhesions after gynaecological surgery: development of a risk score,ARCHIVES OF GYNECOLOGY AND OBSTETRICS,292,4,931-938,10.1007/s00404-015-3804-0
2015,ONC,NULL,1.0393798333608393,0,2,"Oonk, MHM","HOLLEMA, H; van der Zee, AGJ",Sentinel node biopsy in vulvar cancer: Implications for staging,BEST PRACTICE & RESEARCH CLINICAL OBSTETRICS & GYNAECOLOGY,29,6,812-821,10.1016/j.bpobgyn.2015.03.007
2015,GYN,NULL,4.1479638470895228,1,6.9999999999999991,"Van den Bosch, T","DUEHOLM, M; Leone, FPG; VALENTIN, L; RASMUSSEN, CK; Votino, A; Van Schoubroeck, D; Landolfo, C; Installe, AJF; GUERRIERO, S; EXACOUSTOS, C; GORDTS, S; BENACERRAF, B; D'Hooghe, T; De Moor, B; Brolmann, H; GOLDSTEIN, S; EPSTEIN, E; BOURNE, T; TIMMERMAN, D","Terms, definitions and measurements to describe sonographic features of myometrium and uterine masses: a consensus opinion from the Morphological Uterus Sonographic Assessment (MUSA) group",ULTRASOUND IN OBSTETRICS & GYNECOLOGY,46,3,284-298,10.1002/uog.14806
2015,OB,NULL,0,0,0,"van Os, MA","Van der Ven, AJ; Bloemendaal, PM; PAJKRT, E; de Groot, CJM; MOL, BWJ; Haak, MC",Effect of e-learning on quality of cervical-length measurements,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,46,3,327-331,10.1002/uog.14764
2015,OB,NULL,2.6261519022329036,0.33714885319177507,3,"Teunissen, PW",NULL,"Experience, trajectories, and reifications: an emerging framework of practice-based learning in healthcare workplaces",ADVANCES IN HEALTH SCIENCES EDUCATION,20,4,843-856,10.1007/s10459-014-9556-y
2015,VPG,VPL,1.7389667643312638,0,5.5,"BROUWER, J","HAZES, JMW; LAVEN, JSE; DOLHAIN, RJEM",Fertility in women with rheumatoid arthritis: influence of disease activity and medication,ANNALS OF THE RHEUMATIC DISEASES,74,10,1836-1841,10.1136/annrheumdis-2014-205383
2015,OB,NULL,0,0,0,"Painter, RC",NULL,Applying developmental programming to clinical obstetrics: my ward round,JOURNAL OF DEVELOPMENTAL ORIGINS OF HEALTH AND DISEASE,6,5,407-414,10.1017/S2040174415001099
2015,OB,NULL,0.25984495834020982,0,0.5,"MOOIJ, R","Lugumila, J; Mwashambwa, MY; Mwampagatwa, IH; van Dillen, J; Stekelenburg, J",Characteristics and outcomes of patients with eclampsia and severe pre-eclampsia in a rural hospital in Western Tanzania: a retrospective medical record study,BMC PREGNANCY AND CHILDBIRTH,15,NULL,NULL,10.1186/s12884-015-0649-2
2015,OB,FMG,0.25984495834020982,0,0.5,"van Diem, MT","TIMMER, A; Gordijn, SJ; BERGMAN, KA; Korteweg, FJ; Ravise, J; VREUGDENHIL, E; ERWICH, JJHM",Classification of substandard factors in perinatal care: development and multidisciplinary inter-rater agreement of the Groningen-system,BMC PREGNANCY AND CHILDBIRTH,15,NULL,NULL,10.1186/s12884-015-0638-5
2015,OB,NULL,0.39261852477244497,0,1,"De Rooij, SR","Van Pelt, AMM; OZANNE, SE; Korver, CM; van Daalen, SKM; Painter, RC; SCHWAB, M; Viegas, MH; Roseboom, TJ",Prenatal undernutrition and leukocyte telomere length in late adulthood: the Dutch famine birth cohort study,AMERICAN JOURNAL OF CLINICAL NUTRITION,102,3,655-660,10.3945/ajcn.115.112326
2015,VPG,VPG,0.72859199679386544,0,1.5,"MOL, F","van Mello, NM; STRANDELL, A; JURKOVIC, D; ROSS, JA; YALCINKAYA, TM; BARNHART, KT; VERHOEVE, HR; Graziosi, GC; Koks, CA; MOL, BW; ANKUM, WM; van der Veen, F; HAJENIUS, PJ; van Wely, M",Cost-effectiveness of salpingotomy and salpingectomy in women with tubal pregnancy (a randomized controlled trial),HUMAN REPRODUCTION,30,9,2038-2047,10.1093/humrep/dev162
2015,ONC,NULL,0.9553647888568646,0,2.5,"Pol, FJM","Zusterzeel, PLM; van Ham, MAPC; Kuijpers, DAT; Bulten, J; MASSUGER, LFAG",Satellite lymphovascular space invasion: An independent risk factor in early stage cervical cancer,GYNECOLOGIC ONCOLOGY,138,3,579-584,10.1016/j.ygyno.2015.06.035
2015,ONC,NULL,2.4839484510278478,0.5,6.5,"van Kruchten, M","Van der Marel, P; De Munck, L; HOLLEMA, H; ARTS, H; Timmer-Bosscha, H; de Vries, E; Hospers, G; Reyners, A",Hormone receptors as a marker of poor survival in epithelial ovarian cancer,GYNECOLOGIC ONCOLOGY,138,3,634-639,10.1016/j.ygyno.2015.06.032
2015,OB,NULL,0.40994827514983512,0,1,"Chedraui, P","ANDRADE, ME; Salazar-Pousada, D; Escobar, GS; HIDALGO, L; RAMIREZ, C; Spaanderman, MEA; KRAMER, BW; Gavilanes, AWD",Polymorphisms of the methylenetetrahydrofolate reductase gene (C677T and A1298C) in the placenta of pregnancies complicated with preeclampsia,GYNECOLOGICAL ENDOCRINOLOGY,31,7,569-572,10.3109/09513590.2015.1031104
2015,OB,NULL,0,0,0,"WEARNE, SM","Teunissen, PW; DORNAN, T; SKINNER, T",Physical isolation with virtual support: Registrars' learning via remote supervision,MEDICAL TEACHER,37,7,670-676,10.3109/0142159X.2014.947941
2015,OB,NULL,0,0,0,"Stevens, DU","SMITS, MP; Bulten, J; Spaanderman, MEA; Van Vugt, JMG; Al-Nasiry, S",Prevalence of hypertensive disorders in women after preeclamptic pregnancy associated with decidual vasculopathy,HYPERTENSION IN PREGNANCY,34,3,332-341,10.3109/10641955.2015.1034803
2015,OB,FMG,0.88523596176678032,0,1.5,"Truijens, SEM","Boerekamp, CAM; Spek, V; Van Son, MJM; OEI, SG; POP, VJM",Increased Levels of Depressive Symptoms Among Pregnant Women in The Netherlands After the Crash of Flight MH17,AMERICAN JOURNAL OF EPIDEMIOLOGY,182,5,426-430,10.1093/aje/kwv161
2015,Unknown,NULL,1.5716027173141216,0,5,"Hazebroek, MR","MOORS, S; DENNERT, R; Van den Wijngaard, A; Krapels, I; Hoos, M; Verdonschot, J; Merken, JJ; de Vries, B; Wolffs, PF; CRIJNS, HJGM; Brunner-La Rocca, HP; Heymans, S",Prognostic Relevance of Gene-Environment Interactions in Patients With Dilated Cardiomyopathy Applying the MOGE(S) Classification,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,66,12,1313-1323,10.1016/j.jacc.2015.07.023
2015,OB,NULL,0.66965701179696135,0,2,"GROEN, B","van der Wijk, AE; Van den Berg, PP; Lefrandt, JD; van den Berg, G; Sollie, KM; de Vos, P; LINKS, TP; FAAS, MM",Immunological Adaptations to Pregnancy in Women with Type 1 Diabetes,SCIENTIFIC REPORTS,5,NULL,NULL,10.1038/srep13618
2015,GYN,NULL,0.45392781847156149,0,1,"'t Hoen, LA","Utomo, E; Steensma, AB; BLOK, BFM; Korfage, IJ",The Pelvic Organ Prolapse/Urinary Incontinence Sexual Questionnaire (PISQ-12): validation of the Dutch version,INTERNATIONAL UROGYNECOLOGY JOURNAL,26,9,1293-1303,10.1007/s00192-015-2692-y
2015,GYN,UROGYN,0.22696390923578075,0,0.5,"Velzel, J","Roovers, JP; van der Vaart, CH; Broekman, B; Vollebregt, A; Hakvoort, R",A nationwide survey concerning practices in pessary use for pelvic organ prolapse in The Netherlands: identifying needs for further research,INTERNATIONAL UROGYNECOLOGY JOURNAL,26,10,1453-1458,10.1007/s00192-015-2697-6
2015,ONC,NULL,0.85610670041775228,0,3.5,"VOS, JR","HSU, L; BROHET, RM; MOURITS, MJE; de Vries, J; MALONE, KE; OOSTERWIJK, JC; de Bock, GH",Bias Correction Methods Explain Much of the Variation Seen in Breast Cancer Risks of BRCA1/2 Mutation Carriers,JOURNAL OF CLINICAL ONCOLOGY,33,23,2553-U105,10.1200/JCO.2014.59.0463
2015,GYN,NULL,4.0301581506931941,1,14.5,"Deerenberg, EB","Harlaar, JJ; STEYERBERG, EW; LONT, HE; van Doorn, HC; Heisterkamp, J; WIJNHOVEN, BPL; SCHOUTEN, WR; Cense, HA; STOCKMANN, HBAC; BERENDS, FJ; Dijkhuizen, FPHLJ; Dwarkasing, RS; Jairam, AP; van Ramshorst, GH; KLEINRENSINK, GJ; JEEKEL, J; LANGE, JF","Small bites versus large bites for closure of abdominal midline incisions (STITCH): a double-blind, multicentre, randomised controlled trial",LANCET,386,10000,1254-1260,10.1016/S01406736(15)60459-7
2015,GYN,NULL,2.1213045449441528,0.33333333333333331,4.5,"Niemeijer, MN","van den Berg, ME; Eijgelsheim, M; Rijnbeek, PR; Stricker, BH",Pharmacogenetics of Drug-Induced QT Interval Prolongation: An Update,DRUG SAFETY,38,10,855-867,10.1007/s40264-015-0316-6
2015,OB,VPG,0.48572799786257692,0,1,"Bahadoer, S","GAILLARD, R; FELIX, JF; RAAT, H; Renders, CM; HOFMAN, A; STEEGERS, EAP; Jaddoe, VWV",Ethnic disparities in maternal obesity and weight gain during pregnancy. The Generation R Study,EUROPEAN JOURNAL OF OBSTETRICS & GYNECOLOGY AND REPRODUCTIVE BIOLOGY,193,NULL,51-60,10.1016/j.ejogrb.2015.06.031
2015,OB,NULL,0,0,0,"Kortekaas, JC","Kazemier, BM; RAVELLI, ACJ; De Boer, K; van Dillen, J; Mol, B; de Miranda, E","Recurrence rate and outcome of postterm pregnancy, a national cohort study",EUROPEAN JOURNAL OF OBSTETRICS & GYNECOLOGY AND REPRODUCTIVE BIOLOGY,193,NULL,70-74,10.1016/j.ejogrb.2015.05.021
2015,GYN,NULL,2.591413935654562,0.72120436685240663,5.5,"WEBER, MA","Kleijn, MH; Langendam, M; LIMPENS, J; HEINEMAN, MJ; Roovers, JP",Local Oestrogen for Pelvic Floor Disorders: A Systematic Review,PLOS ONE,10,9,NULL,10.1371/journal.pone.0136265
2015,OB,VPG,1.1803146156890405,0,2,"Korevaar, TIM","STEEGERS, EAP; de Rijke, YB; Schalekamp-Timmermans, S; Visser, WE; HOFMAN, A; Jaddoe, VWV; Tiemeier, H; VISSER, TJ; MEDICI, M; Peeters, RP",Reference ranges and determinants of total hCG levels during pregnancy: the Generation R Study,EUROPEAN JOURNAL OF EPIDEMIOLOGY,30,9,1057-1066,10.1007/s10654-015-0039-0
2015,VPG,VPG,0.72859199679386544,0,1.5,"Aleixandre-Benavent, R","SIMON, C; FAUSER, BCJM",Trends in clinical reproductive medicine research: 10 years of growth,FERTILITY AND STERILITY,104,1,131,10.1016/j.fertnstert.2015.03.025
2015,GYN,NULL,0.31432054346282429,0,1,"Niemeijer, MN","van den Berg, ME; DECKERS, JW; Franco, OH; HOFMAN, A; KORS, JA; Stricker, BH; Rijnbeek, PR; Eijgelsheim, M",Consistency of heart rate-QTc prolongation consistency and sudden cardiac death: The Rotterdam Study,HEART RHYTHM,12,10,2078-2085,10.1016/j.hrthm.2015.07.011
2015,OB,NULL,0.80136122691553546,0,2.5,"FERNANDO, F","Keijser, R; HENNEMAN, P; van der Kevie-Kersemaekers, AMF; MANNENS, MMAM; van der Post, JAM; AFINK, GB; Ris-Stalpers, C",The idiopathic preterm delivery methylation profile in umbilical cord blood DNA,BMC GENOMICS,16,NULL,NULL,10.1186/s12864-015-1915-4
2015,GYN,NULL,1.8345143580380405,0,7.5,"Van der Zee, M","SACCHETTI, A; Cansoy, M; JOOSTEN, R; Teeuwssen, M; Heijmans-Antonissen, C; Ewing-Graham, PC; BURGER, CW; BLOK, LJ; FODDE, R",IL6/JAK1/STAT3 Signaling Blockade in Endometrial Cancer Affects the ALDH(hi)/CD126(+) Stem-like Component and Reduces Tumor Burden,CANCER RESEARCH,75,17,3608-3622,10.1158/0008-5472.CAN-14-2498
2015,GYN,UROGYN,1.8189147083814685,0,3.5,"van den Haak, L","Alleblas, C; Nieboer, TE; Rhemrev, JP; JANSEN, FW",Efficacy and safety of uterine manipulators in laparoscopic surgery: a review,ARCHIVES OF GYNECOLOGY AND OBSTETRICS,292,5,1003-1011,10.1007/s00404-015-3727-9
2015,VPG,NULL,0.48434330599094699,0,0.5,"Garvelink, MM","Ter Kuile, MM; LOUWE, LA; HILDERS, CGJM; STIGGELBOUT, AM",Validation of a Dutch Version of the Reproductive Concerns Scale (RCS) in Three Populations of Women,HEALTH CARE FOR WOMEN INTERNATIONAL,36,10,1143-1159,10.1080/07399332.2014.993036
2015,GYN,NULL,0.80175190186237566,0,2,"Maljuric, NM","Noordam, R; AARTS, N; Niemeijer, MN; van den Berg, ME; HOFMAN, A; KORS, JA; Stricker, BH; VISSER, LE",Use of selective serotonin re-uptake inhibitors and the heart rate corrected QT interval in a real-life setting: the population-based Rotterdam Study,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,80,4,698-705,10.1111/bcp.12681
2015,OB,VPG,0.50380476454582157,0,0.5,"VOS, AA","Leeman, A; Waelput, AJM; BONSEL, GJ; STEEGERS, EAP; Denktas, S",Assessment and care for non-medical risk factors in current antenatal health care,MIDWIFERY,31,10,979-985,10.1016/j.midw.2015.06.008
2015,OB,NULL,0.86668138196544808,0,1.5,"GARTNER, FR","de Miranda, E; Rijnders, ME; FREEMAN, LM; MIDDELDORP, JM; BLOEMENKAMP, KWM; STIGGELBOUT, AM; van den Akker-van Marle, ME","Good reliability and validity for a new utility instrument measuring the birth experience, the Labor and Delivery Index",JOURNAL OF CLINICAL EPIDEMIOLOGY,68,10,1184-1194,10.1016/j.jclinepi.2015.05.020
2015,OB,VPG,2.5520204110208922,1,6.5,"van den Broek, M","Leermakers, ETM; Jaddoe, VWV; STEEGERS, EAP; Rivadeneira, F; RAAT, H; HOFMAN, A; Franco, OH; Kiefte-de Jong, JC",Maternal dietary patterns during pregnancy and body composition of the child at age 6 y: the Generation R Study,AMERICAN JOURNAL OF CLINICAL NUTRITION,102,4,873-880,10.3945/ajcn.114.102905
2015,ONC,VPG,0.95507277068872365,0,2.9999999999999996,"Alkema, NG","Tomar, T; Duiker, EW; MEERSMA, GJ; KLIP, H; van der Zee, AGJ; Wisman, GBA; De Jong, S",Biobanking of patient and patient-derived xenograft ovarian tumour tissue: efficient preservation with low and high fetal calf serum based methods,SCIENTIFIC REPORTS,5,NULL,NULL,10.1038/srep14495
2015,OB,NULL,0,0,0,"Scholten, RR","HOPMAN, MTE; LOTGERING, FK; Spaanderman, MEA",Aerobic Exercise Training in Formerly Preeclamptic Women Effects on Venous Reserve,HYPERTENSION,66,5,1058-1065,10.1161/HYPERTENSIONAHA.115.05786
2015,OB,NULL,0.33599322762911232,0,1,"Scholten, RR","LOTGERING, FK; Hopman, MT; Van Dijk, A; Van de Vlugt, M; JANSSEN, MCH; Spaanderman, MEA",Low Plasma Volume in Normotensive Formerly Preeclamptic Women Predisposes to Hypertension,HYPERTENSION,66,5,1066-1072,10.1161/HYPERTENSIONAHA.115.05934
2015,GYN,NULL,0.49551662938785401,0,1,"Niemeijer, MN","van den Berg, ME; Franco, OH; HOFMAN, A; KORS, JA; Stricker, BH; Eijgelsheim, M; Rijnbeek, PR",Drugs and ventricular repolarization in a general population: the Rotterdam Study,PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,24,10,1036-1041,10.1002/pds.3853
2015,OB,NULL,0.51968991668041964,0,1,"WOISKI, MD","Scheepers, HC; Liefers, J; LANCE, M; MIDDELDORP, JM; LOTGERING, FK; Grol, RP; Hermens, RP",Guideline-based development of quality indicators for prevention and management of postpartum hemorrhage,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,94,10,1118-1127,10.1111/aogs.12718
2015,VPG,VPG,0.41346203697539918,0,1,"Vissenberg, R","Van Dijk, MM; FLIERS, E; van der Post, JAM; van Wely, M; BLOEMENKAMP, KWM; HOEK, A; Kuchenbecker, WK; VERHOEVE, HR; Scheepers, HCJ; Rombout-de Weerd, S; Koks, C; Zwart, JJ; Broekmans, F; Verpoest, W; CHRISTIANSEN, OB; POST, M; PAPATSONIS, DNM; Verberg, MFG; SIKKEMA, J; MOL, BW; Bisschop, PH; Goddijn, M",Effect of levothyroxine on live birth rate in euthyroid women with recurrent miscarriage and TPO antibodies (T4-LIFE study),CONTEMPORARY CLINICAL TRIALS,44,NULL,134-138,10.1016/j.cct.2015.08.005
2015,OB,FMG,0,0,0,"Van Teeffelen, A","van der Heijden, J; van der Ham, D; SCHAAF, JM; Van Kuijk, S; RAVELLI, ACJ; PAJKRT, E; WILLEKES, C; NIJHUIS, J; Mol, BWM",The Relation between Duration of Ruptured Membranes and Perinatal Outcome in Patients with Midtrimester Prelabor Rupture of Membranes,AMERICAN JOURNAL OF PERINATOLOGY,32,12,1112-1118,10.1055/s-0035-1548539
2015,OB,VPG,0,0,0,"Hermans, FJR","Schuit, E; Liem, SMS; LIM, AC; DUVEKOT, J; Scheepers, LCJ; Woiski, MM; Franssen, MM; Oudijk, MA; BLOEMENKAMP, KWM; Bijvanck, BN; BEKEDAM, DJ; Opmeer, BC; MOL, BWJ",Indicators for Cervical Length in Twin Pregnancies,AMERICAN JOURNAL OF PERINATOLOGY,32,12,1151-1157,10.1055/s-0035-1549396
2015,OB,NULL,0.27809560297145558,0,0.5,"de Groot, CJM","Van Leeuwen, T; Mol, BJ; Waltman, L",A Longitudinal Analysis of Publications on Maternal Mortality,PAEDIATRIC AND PERINATAL EPIDEMIOLOGY,29,6,481-489,10.1111/ppe.12223
2015,GYN,NULL,2.2014172296456485,1,9,"Dijkgraaf, EM","Santegoets, SJAM; REYNERS, AKL; GOEDEMANS, R; Wouters, MCA; KENTER, GG; van Erkel, AR; van Poelgeest, MIE; NIJMAN, HW; van der Hoeven, JJM; WELTERS, MJP; van der Burg, SH; KROEP, JR","A phase I trial combining carboplatin/doxorubicin with tocilizumab, an anti-IL-6R monoclonal antibody, and interferon-alpha 2b in patients with recurrent epithelial ovarian cancer",ANNALS OF ONCOLOGY,26,10,2141-2149,10.1093/annonc/mdv309
2015,OB,FMG,0.77953487502062946,0,1.5,"Van der Ven, J","van Os, MA; Kazemier, BM; Kleinrouweler, E; Verhoeven, CJ; de Miranda, E; van Wassenaer-Leemhuis, AG; Kuiper, PN; PORATH, M; WILLEKES, C; WOISKI, MD; Sikkema, MJ; ROUMEN, FJME; BOSSUYT, PM; Haak, MC; de Groot, CJM; MOL, BWJ; PAJKRT, E",The capacity of mid-pregnancy cervical length to predict preterm birth in low-risk women: a national cohort study,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,94,11,1223-1234,10.1111/aogs.12721
2015,VPG,VPG,0.25984495834020982,0,0.5,"Meijerink, AM","Oomen, RE; FLEISCHER, K; Inthout, J; Woldringh, GH; BRAAT, DDM",Effect of maternal and treatment-related factors on the prevalence of birth defects after PESA-ICSI and TESE-ICSI: a retrospective cohort study,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,94,11,1245-1253,10.1111/aogs.12728
2015,GYN,NULL,0.25984495834020982,0,0.5,"van Meurs, HS","van der Velden, J; BUIST, MR; van Driel, WJ; KENTER, GG; van Lonkhuijzen, LRCW",Evaluation of response to hormone therapy in patients with measurable adult granulosa cell tumors of the ovary,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,94,11,1269-1275,10.1111/aogs.12720
2015,ONC,NULL,2.0787596667216786,0,4,"HACKER, NF","EIFEL, PJ; van der Velden, J",Cancer of the vulva,INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS,131,NULL,S76-S83,10.1016/j.ijgo.2015.06.002
2015,ONC,NULL,1.0393798333608393,0,2,"HACKER, NF","EIFEL, PJ; van der Velden, J",Cancer of the vagina,INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS,131,NULL,S84-S87,10.1016/j.ijgo.2015.06.003
2015,OB,FMG,0.51968991668041964,0,1,"Monen, L","POP, VJ; HASAART, TH; WIJNEN, H; OEI, SG; Kuppens, SM",Increased maternal TSH and decreased maternal FT4 are associated with a higher operative delivery rate in low-risk pregnancies: A prospective cohort study,BMC PREGNANCY AND CHILDBIRTH,15,NULL,NULL,10.1186/s12884-015-0702-1
2015,GYN,NULL,1.1464377466282376,0,3,"Depreeuw, J","HERMANS, E; Schrauwen, S; Annibali, D; Coenegrachts, L; THOMAS, D; LUYCKX, M; Gutierrez-Roelens, I; DEBRUYNE, D; KONINGS, K; MOERMAN, P; VERGOTE, I; LAMBRECHTS, D; AMANT, F",Characterization of patient-derived tumor xenograft models of endometrial cancer for preclinical evaluation of targeted therapies,GYNECOLOGIC ONCOLOGY,139,1,118-126,10.1016/j.ygyno.2015.07.104
2015,ONC,NULL,1.5285836621709834,0,4,"SMITS, A","SMITS, E; LOPES, A; DAS, N; HUGHES, G; TALAAT, A; POLLARD, A; Bouwman, F; MASSUGER, L; Bekkers, R; Galaal, K","Body mass index, physical activity and quality of life of ovarian cancer survivors: Time to get moving?",GYNECOLOGIC ONCOLOGY,139,1,148-154,10.1016/j.ygyno.2015.08.005
2015,GYN,NULL,0.15388435478725335,0,0.5,"Bernardo, AD","Heeren, AM; Van Iperen, L; FERNANDES, MG; He, NN; Anjie, S; NOCE, T; RAMOS, ES; Lopes, SMCD",Meiotic Wave Adds Extra Asymmetry to the Development of Female Chicken Gonads,MOLECULAR REPRODUCTION AND DEVELOPMENT,82,10,774-786,10.1002/mrd.22516
2015,VPG,VPG,2.0461840332121621,0.10525175143138754,4.5,"Zoet, GA","Koster, MPH; VELTHUIS, BK; de Groot, CJM; Maas, AHEM; FAUSER, BCJM; FRANX, A; van Rijn, BB",Determinants of future cardiovascular health in women with a history of preeclampsia,MATURITAS,82,2,153-161,10.1016/j.maturitas.2015.07.004
2015,ONC,NULL,0,0,0,"TEIXEIRA, N","MOURITS, MJE; VOS, JR; van der Kolk, DM; JANSEN, L; Oostervvijk, JC; de Bock, GH",Ovarian cancer in BRCA1/2 mutation carriers: The impact of mutation position and family history on the cancer risk,MATURITAS,82,2,197-202,10.1016/j.maturitas.2015.07.001
2015,OB,NULL,0.66084125191901766,0,1.5,"Mersy, E","de Die-Smulders, CEM; Coumans, ABC; Smits, LJM; de Wert, GMWR; Frints, SGM; VELTMAN, JA",Advantages and Disadvantages of Different Implementation Strategies of Non-Invasive Prenatal Testing in Down Syndrome Screening Programmes,PUBLIC HEALTH GENOMICS,18,5,260-271,10.1159/000435780
2015,ONC,NULL,0.65896304194862831,0,2,"Lawrenson, K","LI, Q; KAR, S; SEO, JH; TYRER, J; Spindler, TJ; LEE, J; CHEN, Y; KARST, A; DRAPKIN, R; Aben, KKH; Anton-Culver, H; Antonenkova, N; BAKER, H; BANDERA, EV; Bean, Y; BECKMANN, MW; BERCHUCK, A; Bisogna, M; BJORGE, L; BOGDANOVA, N; BRINTON, LA; Brooks-Wilson, A; BRUINSMA, F; BUTZOW, R; CAMPBELL, IG; Carty, K; Chang-Claude, J; Chenevix-Trench, G; CHEN, A; CHEN, Z; COOK, LS; CRAMER, DW; CUNNINGHAM, JM; Cybulski, C; Dansonka-Mieszkowska, A; DENNIS, J; Dicks, E; DOHERTY, JA; DOERK, T; du Bois, A; Duerst, M; ECCLES, D; Easton, DT; EDWARDS, RP; EILBER, U; Ekici, AB; Fasching, PA; Fridley, BL; GAO, YT; Gentry-Maharaj, A; GILES, GG; GLASSPOOL, R; GOODE, EL; GOODMAN, MT; Grownwald, J; HARRINGTON, P; HARTER, P; Hasmad, HN; HEIN, A; HEITZ, F; Hildebrandt, MAT; HILLEMANNS, P; HOGDALL, E; HOGDALL, C; HOSONO, S; IVERSEN, ES; JAKUBOWSKA, A; JAMES, P; JENSEN, A; JI, BT; KARLAN, BY; KJAER, SK; Kelemen, LE; KELLAR, M; KELLEY, JL; Kiemeney, LA; Krakstad, C; KUPRYJANCZYK, J; LAMBRECHTS, D; Lambrechts, S; LE, ND; LEE, AW; LELE, S; LEMINEN, A; LESTER, J; LEVINE, DA; LIANG, D; LISSOWSKA, J; LU, K; LUBINSKI, J; LUNDVALL, L; MASSUGER, LFAG; MATSUO, K; MCGUIRE, V; MCLAUGHLIN, JR; NEVANLINNA, H; McNeish, I; MENON, U; MODUGNO, F; Moysich, KB; NAROD, SA; NEDERGAARD, L; NESS, RB; Azmi, MAN; ODUNSI, K; OLSON, SH; ORLOW, I; ORSULIC, S; WEBER, RP; PEARCE, CL; PEJOVIC, T; Pelttari, LM; Permuth-Wey, J; PHELAN, CM; PIKE, MC; Poole, EM; RAMUS, SJ; RISCH, HA; ROSEN, B; ROSSING, MA; Rothstein, JH; RUDOLPH, A; RUNNEBAUM, IB; Rzepecka, IK; Salvesen, HB; SCHILDKRAUT, JM; Schwaab, I; SELLERS, TA; SHU, XO; Shvetsov, YB; SIDDIQUI, N; Sieh, W; SONG, H; SOUTHEY, MC; SUCHESTON, L; Tangen, IL; TEO, SH; TERRY, KL; THOMPSON, PJ; Timorek, A; TSAI, YY; Tworoger, SS; van Altena, AM; van Nieuwenhuysen, E; VERGOTE, I; Vierkant, RA; Wang-Gohrke, S; WALSH, C; Wentzensen, N; WHITTEMORE, AS; WICKLUND, KG; WILKENS, LR; WOO, YL; WU, X; WU, AH; YANG, H; ZHENG, W; ZIOGAS, A; MONTEIRO, A; Pharoah, PD; GAYTHER, SA; FREEDMAN, ML; Grp, AOCS; BOWTELL, D; WEBB, PM; DEFAZIO, A",Cis-eQTL analysis and functional validation of candidate susceptibility genes for high-grade serous ovarian cancer,NATURE COMMUNICATIONS,6,NULL,NULL,10.1038/ncomms9234
2015,OB,NULL,0.70710151498138418,0,1.5,"de Jonge, L","GARNE, E; GINI, R; JORDAN, SE; Klungsoyr, K; LOANE, M; NEVILLE, AJ; PIERINI, A; PUCCINI, A; Thayer, DS; TUCKER, D; HANSEN, AV; Bakker, MK",Improving Information on Maternal Medication Use by Linking Prescription Data to Congenital Anomaly Registers: A EUROmediCAT Study,DRUG SAFETY,38,11,1083-1093,10.1007/s40264-015-0321-9
